season,player_key,player_id,player,team,league,number,hand,qualified,games,innings,outs,batters_faced,pitches,hits_allowed,hr_allowed,so,bb,hbp,runs_allowed,earned_runs,wins,losses,saves,holds_official,holds_est,relief_wins,hp,era,fip,whip,k9,bb9,hr9,k_bb,k_pct,bb_pct,lob_pct_est,win_pct
2026,p2114641,2114641,赤木 晴哉,広島,セ,38,右投,False,8,8,24,38,139,13,0,3,1,0,5,5,0,0,0,0,0,0,0,5.62,2.5,1.75,3.38,1.12,0.0,3.0,0.079,0.026,0.643,
2026,p2106037,2106037,辻 大雅,広島,セ,98,左投,False,31,29,87,125,504,23,4,29,18,1,17,17,2,2,0,6,7,2,9,5.28,4.63,1.41,9.0,5.59,1.24,1.61,0.232,0.144,0.687,0.5
2026,p1700072,1700072,遠藤 淳志,広島,セ,66,右投,False,41,41.1,124,167,693,31,4,40,13,1,11,11,3,2,0,13,13,3,16,2.4,3.21,1.06,8.71,2.83,0.87,3.08,0.24,0.078,0.863,0.6
2026,p1900073,1900073,鈴木 健矢,広島,セ,41,右投,False,26,41.1,124,166,605,32,2,20,13,3,10,10,0,2,0,2,2,0,2,2.18,3.69,1.09,4.35,2.83,0.44,1.54,0.12,0.078,0.841,0.0
2026,p1950429,1950429,髙 太一,広島,セ,22,左投,False,41,38,114,155,636,29,1,37,14,2,10,8,2,2,0,16,17,2,19,1.89,2.53,1.13,8.76,3.32,0.24,2.64,0.239,0.09,0.803,0.5
2026,p1750941,1750941,黒原 拓未,広島,セ,24,左投,False,8,7.1,22,41,157,16,0,9,3,0,9,9,0,0,0,1,1,0,1,11.05,1.64,2.59,11.05,3.68,0.0,3.0,0.22,0.073,0.526,
2026,p2119338,2119338,齊藤 汰直,広島,セ,11,右投,False,10,9.2,29,49,177,18,1,5,4,0,10,10,0,1,0,1,1,0,1,9.31,4.42,2.28,4.66,3.72,0.93,1.25,0.102,0.082,0.583,0.0
2026,p1500109,1500109,上原 健太,日本ハム,パ,20,左投,False,31,29.2,89,118,478,20,6,26,8,1,12,12,2,3,0,9,9,2,11,3.64,4.54,0.94,7.89,2.43,1.82,3.25,0.22,0.068,0.825,0.4
2026,p2000079,2000079,伊藤 大海,日本ハム,パ,17,右投,True,20,134.2,404,566,2098,138,14,131,29,4,49,45,8,7,0,0,0,0,0,3.01,2.89,1.24,8.75,1.94,0.94,4.52,0.231,0.051,0.806,0.533
2026,p1500110,1500110,加藤 貴之,日本ハム,パ,14,左投,False,17,96.1,289,383,1385,87,9,50,9,0,36,29,10,2,0,0,0,0,0,2.71,3.21,1.0,4.67,0.84,0.84,5.56,0.131,0.023,0.719,0.833
2026,p1750903,1750903,北山 亘基,日本ハム,パ,15,右投,True,18,110.1,331,441,1763,86,6,104,27,4,34,27,9,3,0,0,0,0,0,2.2,2.41,1.02,8.48,2.2,0.49,3.85,0.236,0.061,0.764,0.75
2026,p2100554,2100554,古林 睿煬,日本ハム,パ,37,右投,False,7,12,36,61,247,15,2,15,10,0,10,10,0,1,0,1,1,0,1,7.5,4.92,2.08,11.25,7.5,1.5,1.5,0.246,0.164,0.676,0.0
2026,p1600133,1600133,堀 瑞輝,日本ハム,パ,34,左投,False,25,19.2,59,84,325,18,2,25,7,0,5,5,3,1,1,5,5,3,8,2.29,2.6,1.27,11.44,3.2,0.92,3.57,0.298,0.083,0.901,0.75
2026,p2100085,2100085,大川 慈英,日本ハム,パ,27,右投,False,2,0.2,2,10,33,4,0,0,1,0,5,2,0,0,0,0,0,0,0,27.0,7.25,7.5,0.0,13.5,0.0,0.0,0.0,0.1,0.0,
2026,p2106890,2106890,孫 易磊,日本ハム,パ,96,右投,False,8,16.1,49,67,283,14,1,16,6,0,6,5,1,1,0,2,2,0,2,2.76,2.69,1.22,8.82,3.31,0.55,2.67,0.239,0.09,0.753,0.5
2026,p1700106,1700106,山本 拓実,日本ハム,パ,67,右投,False,15,14.2,44,62,238,11,2,14,7,1,8,8,1,0,1,2,2,1,3,4.91,4.25,1.23,8.59,4.3,1.23,2.0,0.226,0.113,0.679,1.0
2026,p1400195,1400195,山﨑 福也,日本ハム,パ,18,左投,False,13,38,114,153,552,38,4,15,10,1,11,11,5,0,0,0,0,0,0,2.61,4.2,1.26,3.55,2.37,0.95,1.5,0.098,0.065,0.876,1.0
2026,p1000164,1000164,島本 浩也,日本ハム,パ,40,左投,False,38,31,93,131,490,28,2,16,11,0,12,9,2,3,2,19,19,2,21,2.61,3.62,1.26,4.65,3.19,0.58,1.45,0.122,0.084,0.746,0.4
2026,p1400117,1400117,有原 航平,日本ハム,パ,74,右投,False,10,64.1,193,269,1011,65,6,50,16,2,36,30,4,6,0,0,0,0,0,4.2,3.25,1.26,6.99,2.24,0.84,3.12,0.186,0.059,0.63,0.4
2026,p2103635,2103635,柳川 大晟,日本ハム,パ,47,右投,False,37,36,108,143,616,20,1,40,18,0,9,8,4,0,19,2,2,4,6,2.0,2.39,1.06,10.0,4.5,0.25,2.22,0.28,0.126,0.792,1.0
2026,p2117696,2117696,柴田 獅子,日本ハム,パ,31,右投,False,6,10.1,31,47,208,11,2,11,4,2,3,3,0,1,0,2,3,0,3,2.61,4.88,1.45,9.58,3.48,1.74,2.75,0.234,0.085,0.986,0.0
2026,p1600093,1600093,池田 隆英,日本ハム,パ,52,右投,False,6,5.2,17,26,95,7,2,6,2,0,5,5,0,0,0,0,0,0,0,7.94,6.28,1.59,9.53,3.18,3.18,3.0,0.231,0.077,0.645,
2026,p1900070,1900070,河野 竜生,日本ハム,パ,28,左投,False,5,3.2,11,17,86,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0.0,3.57,1.36,7.36,4.91,0.0,1.5,0.176,0.118,1.0,
2026,p2111202,2111202,清水 大暉,日本ハム,パ,62,右投,False,2,1.2,5,11,58,3,0,1,3,0,2,2,0,0,0,0,0,0,0,10.8,6.95,3.6,5.4,16.2,0.0,0.33,0.091,0.273,0.667,
2026,p1600139,1600139,玉井 大翔,日本ハム,パ,19,右投,False,12,9.2,29,37,143,9,2,3,1,1,3,3,1,0,0,1,1,1,2,2.79,5.44,1.03,2.79,0.93,1.86,3.0,0.081,0.027,0.976,1.0
2026,p1800092,1800092,生田目 翼,日本ハム,パ,13,右投,False,12,12.1,37,52,170,13,2,9,3,0,7,7,0,0,0,0,0,0,0,5.11,4.13,1.3,6.57,2.19,1.46,3.0,0.173,0.058,0.682,
2026,p1600164,1600164,田中 正義,日本ハム,パ,26,右投,False,36,33.2,101,135,540,26,2,34,7,2,16,14,1,4,1,18,18,1,19,3.74,2.3,0.98,9.09,1.87,0.53,4.86,0.252,0.052,0.59,0.2
2026,p2050199,2050199,畔柳 亨丞,日本ハム,パ,46,右投,False,7,8,24,35,162,6,0,8,5,1,3,3,0,0,0,2,2,0,2,3.38,3.0,1.38,9.0,5.62,0.0,1.6,0.229,0.143,0.75,
2026,p2106284,2106284,矢澤 宏太,日本ハム,パ,12,左打,False,1,0.1,1,3,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,11.75,6.0,0.0,27.0,0.0,0.0,0.0,0.333,1.0,
2026,p2100027,2100027,福島 蓮,日本ハム,パ,45,右投,False,14,62,186,261,1018,57,6,63,20,1,24,24,3,4,0,1,1,0,1,3.48,2.99,1.24,9.15,2.9,0.87,3.15,0.241,0.077,0.776,0.429
2026,p1200055,1200055,福谷 浩司,日本ハム,パ,41,右投,False,12,12.2,38,54,189,15,4,6,3,0,6,6,0,1,0,1,1,0,1,4.26,6.62,1.42,4.26,2.13,2.84,2.0,0.111,0.056,0.968,0.0
2026,p2111822,2111822,細野 晴希,日本ハム,パ,29,左投,False,11,69.1,208,282,1066,48,5,79,20,7,24,22,3,5,0,0,0,0,0,2.86,2.58,0.98,10.25,2.6,0.65,3.95,0.28,0.071,0.75,0.375
2026,p2103705,2103705,菊地 大稀,日本ハム,パ,55,右投,False,6,6.1,19,28,125,7,1,6,2,0,3,3,0,0,1,0,0,0,0,4.26,3.86,1.42,8.53,2.84,1.42,3.0,0.214,0.071,0.789,
2026,p2050307,2050307,達 孝太,日本ハム,パ,16,右投,False,22,89.2,269,368,1441,72,8,88,21,5,33,31,3,6,2,5,5,0,5,3.11,2.82,1.04,8.83,2.11,0.8,4.19,0.239,0.057,0.749,0.333
2026,p2107859,2107859,金村 尚真,日本ハム,パ,24,右投,False,11,19.2,59,80,326,18,2,17,5,0,7,4,0,0,0,0,0,0,0,1.83,3.11,1.17,7.78,2.29,0.92,3.4,0.212,0.062,0.792,
2026,p1800068,1800068,齋藤 友貴哉,日本ハム,パ,48,右投,False,17,14.2,44,71,246,21,2,10,10,0,15,15,0,1,0,2,2,0,2,9.2,5.2,2.11,6.14,6.14,1.23,1.0,0.141,0.141,0.567,0.0
2026,p1560256,1560256,ウレーニャ,楽天,パ,22,右投,False,11,53.2,161,244,935,60,5,37,23,6,27,26,2,4,0,0,0,0,0,4.36,4.2,1.55,6.2,3.86,0.84,1.61,0.152,0.094,0.756,0.333
2026,p2108107,2108107,コントレラス,楽天,パ,15,右投,False,5,13,39,62,256,15,3,5,10,2,10,10,0,1,0,0,0,0,0,6.92,7.75,1.92,3.46,6.92,2.08,0.5,0.081,0.161,0.746,0.0
2026,p1961412,1961412,マルテ,楽天,パ,23,右投,False,5,4.2,14,20,95,5,1,5,0,0,3,3,0,0,0,0,0,0,0,5.79,3.39,1.07,9.64,0.0,1.93,,0.25,0.0,0.556,
2026,p1850921,1850921,中込 陽翔,楽天,パ,26,右投,False,16,13.1,40,69,286,16,3,8,7,4,14,11,1,2,0,1,1,1,2,7.42,6.95,1.72,5.4,4.72,2.02,1.14,0.116,0.101,0.57,0.333
2026,p2121018,2121018,九谷 瑠,楽天,パ,45,右投,False,26,30,90,121,470,19,1,27,11,1,10,6,1,0,0,7,7,1,8,1.8,2.58,1.0,8.1,3.3,0.3,2.45,0.223,0.091,0.709,1.0
2026,p1950716,1950716,伊藤 樹,楽天,パ,20,右投,False,1,2,6,11,42,4,0,3,2,0,4,4,0,0,0,0,0,0,0,18.0,2.75,3.0,13.5,9.0,0.0,1.5,0.273,0.182,0.333,
2026,p2000126,2000126,内 星龍,楽天,パ,69,右投,False,25,31.1,94,134,485,26,4,25,14,0,22,22,0,2,0,4,4,0,4,6.32,4.15,1.28,7.18,4.02,1.15,1.79,0.187,0.104,0.523,0.0
2026,p700049,700049,前田 健太,楽天,パ,18,右投,False,10,53.1,160,211,889,45,4,38,15,0,17,17,3,3,0,0,0,0,0,2.87,3.14,1.12,6.41,2.53,0.67,2.53,0.18,0.071,0.79,0.5
2026,p1300076,1300076,加治屋 蓮,楽天,パ,41,右投,False,37,34.1,103,148,547,35,2,31,12,4,15,13,2,2,0,13,13,2,15,3.41,3.1,1.37,8.13,3.15,0.52,2.58,0.209,0.081,0.747,0.5
2026,p2110316,2110316,古謝 樹,楽天,パ,17,左投,False,14,81,243,335,1268,73,9,71,20,3,38,34,1,8,0,0,0,0,0,3.78,3.29,1.15,7.89,2.22,1.0,3.55,0.212,0.06,0.695,0.111
2026,p2100392,2100392,古賀 康誠,楽天,パ,61,左投,False,1,1,3,6,27,3,0,1,0,0,2,2,0,0,0,0,0,0,0,18.0,0.75,3.0,9.0,0.0,0.0,,0.167,0.0,0.333,
2026,p1600012,1600012,宋 家豪,楽天,パ,43,右投,False,17,14,42,66,226,25,2,8,4,0,5,5,2,0,0,2,2,2,4,3.21,4.32,2.07,5.14,2.57,1.29,2.0,0.121,0.061,0.916,1.0
2026,p700065,700065,岸 孝之,楽天,パ,11,右投,False,7,43,129,173,669,33,4,30,12,1,14,13,3,3,0,0,0,0,0,2.72,3.47,1.05,6.28,2.51,0.84,2.5,0.173,0.069,0.792,0.5
2026,p2108325,2108325,日當 直喜,楽天,パ,54,右投,False,5,6,18,28,118,8,1,4,2,0,3,2,0,0,0,0,0,0,0,3.0,4.58,1.67,6.0,3.0,1.5,2.0,0.143,0.071,0.814,
2026,p2000121,2000121,早川 隆久,楽天,パ,21,左投,False,15,100,300,402,1535,78,9,103,24,1,33,31,5,5,0,0,0,0,0,2.79,2.61,1.02,9.27,2.16,0.81,4.29,0.256,0.06,0.774,0.5
2026,p2103765,2103765,柴田 大地,楽天,パ,71,右投,False,28,19.2,59,91,409,17,2,19,17,1,14,13,2,1,1,4,4,2,6,5.95,4.89,1.73,8.69,7.78,0.92,1.12,0.209,0.187,0.652,0.667
2026,p2112429,2112429,江原 雅裕,楽天,パ,40,右投,False,1,2,6,9,39,2,0,3,1,0,1,1,0,0,0,0,0,0,0,4.5,1.25,1.5,13.5,4.5,0.0,3.0,0.333,0.111,0.667,
2026,p2102124,2102124,泰 勝利,楽天,パ,59,左投,False,14,13,39,54,215,6,0,16,8,1,1,1,2,1,0,6,6,2,8,0.69,2.37,1.08,11.08,5.54,0.0,2.0,0.296,0.148,0.933,0.667
2026,p1900114,1900114,津留﨑 大成,楽天,パ,52,右投,False,22,25.1,76,104,389,16,1,24,11,2,8,8,0,0,0,0,1,0,1,2.84,2.91,1.07,8.53,3.91,0.36,2.18,0.231,0.106,0.761,
2026,p2105140,2105140,渡辺 翔太,楽天,パ,31,右投,False,6,6,18,31,114,11,0,2,3,1,7,7,0,0,0,0,0,0,0,10.5,4.08,2.33,3.0,4.5,0.0,0.67,0.065,0.097,0.533,
2026,p1900117,1900117,瀧中 瞭太,楽天,パ,57,右投,False,15,83.2,251,356,1367,81,6,52,26,7,29,28,5,6,0,0,0,0,0,3.01,3.62,1.28,5.59,2.8,0.65,2.0,0.146,0.073,0.805,0.455
2026,p2107899,2107899,田中 千晴,楽天,パ,29,右投,False,18,15.2,47,77,277,19,0,18,11,1,9,6,1,2,1,4,4,1,5,3.45,2.75,1.91,10.34,6.32,0.0,1.64,0.234,0.143,0.71,0.333
2026,p2106793,2106793,荘司 康誠,楽天,パ,19,右投,True,18,111,333,460,1836,106,18,115,31,3,53,51,5,9,0,0,0,0,0,4.14,3.7,1.23,9.32,2.51,1.46,3.71,0.25,0.067,0.758,0.357
2026,p2000123,2000123,藤井 聖,楽天,パ,47,左投,False,9,44.2,134,189,720,48,4,27,8,2,19,17,2,3,0,0,0,0,0,3.43,3.38,1.25,5.44,1.61,0.81,3.38,0.143,0.042,0.744,0.4
2026,p2110493,2110493,藤原 聡大,楽天,パ,13,右投,False,12,23.1,70,109,398,33,3,16,9,3,17,14,0,2,0,0,0,0,0,5.4,4.59,1.8,6.17,3.47,1.16,1.78,0.147,0.083,0.686,0.0
2026,p1600092,1600092,藤平 尚真,楽天,パ,46,右投,False,36,34,102,133,523,24,2,39,8,0,10,10,0,2,22,5,5,0,5,2.65,1.93,0.94,10.32,2.12,0.53,4.88,0.293,0.06,0.753,0.0
2026,p1750493,1750493,西垣 雅矢,楽天,パ,49,右投,False,30,25.1,76,115,448,28,4,28,13,2,16,16,3,3,0,9,8,3,11,5.68,4.37,1.62,9.95,4.62,1.42,2.15,0.243,0.113,0.722,0.5
2026,p1800124,1800124,鈴木 翔天,楽天,パ,56,左投,False,25,22,66,101,414,24,3,24,10,1,17,14,0,3,0,13,13,0,13,5.73,3.84,1.55,9.82,4.09,1.23,2.4,0.238,0.099,0.584,0.0
2026,p1961294,1961294,E.ラミレス,西武,パ,56,右投,False,8,9,27,39,149,7,3,5,3,1,6,6,2,1,0,1,2,2,4,6.0,7.31,1.11,5.0,3.0,3.0,1.67,0.128,0.077,0.735,0.667
2026,p1860167,1860167,ウィンゲンター,西武,パ,45,右投,False,20,19.1,58,75,300,9,0,22,8,0,0,0,0,0,0,20,20,0,20,0.0,1.72,0.88,10.24,3.72,0.0,2.75,0.293,0.107,1.0,
2026,p2117319,2117319,ワイナンス,西武,パ,30,右投,False,8,43.1,130,187,759,40,6,41,19,3,27,25,2,4,0,0,0,0,0,5.19,4.18,1.36,8.52,3.95,1.25,2.16,0.219,0.102,0.653,0.333
2026,p2106794,2106794,上田 大河,西武,パ,11,右投,False,14,19.1,58,84,324,19,3,16,6,0,10,8,2,1,0,1,1,2,3,3.72,4.04,1.29,7.45,2.79,1.4,2.67,0.19,0.071,0.721,0.667
2026,p1300061,1300061,中村 祐太,西武,パ,58,右投,False,18,22.2,68,85,342,14,4,26,3,1,7,6,1,1,0,2,2,1,3,2.38,3.28,0.75,10.32,1.19,1.59,8.67,0.306,0.035,0.887,0.5
2026,p2110118,2110118,佐藤 爽,西武,パ,75,左投,False,6,32.1,97,130,530,28,4,22,9,2,15,15,1,1,0,0,0,0,0,4.18,4.02,1.14,6.12,2.51,1.11,2.44,0.169,0.069,0.719,0.5
2026,p2103714,2103714,佐藤 隼輔,西武,パ,19,左投,False,23,20,60,88,300,22,0,17,4,1,14,11,3,1,1,6,6,3,9,4.95,1.8,1.3,7.65,1.8,0.0,4.25,0.193,0.045,0.481,0.75
2026,p2114252,2114252,冨士 大和,西武,パ,67,左投,False,2,2,6,14,68,7,1,3,1,0,5,5,0,0,0,0,0,0,0,22.5,7.75,4.0,13.5,4.5,4.5,3.0,0.214,0.071,0.455,
2026,p2103629,2103629,堀越 啓太,西武,パ,40,右投,False,2,2,6,9,33,3,0,1,0,0,1,1,0,0,0,0,0,0,0,4.5,1.75,1.5,4.5,0.0,0.0,,0.111,0.0,0.667,
2026,p2103133,2103133,山田 陽翔,西武,パ,36,右投,False,4,4,12,13,47,1,0,3,1,1,0,0,0,0,0,1,1,0,1,0.0,2.75,0.5,6.75,2.25,0.0,3.0,0.231,0.077,1.0,
2026,p2121154,2121154,岩城 颯空,西武,パ,20,左投,False,30,30,90,126,536,25,7,31,14,0,13,12,2,1,18,2,2,2,4,3.6,5.12,1.3,9.3,4.2,2.1,2.21,0.246,0.111,0.89,0.667
2026,p1700124,1700124,平良 海馬,西武,パ,61,右投,False,17,103,309,410,1671,66,2,96,39,6,20,17,8,3,0,0,0,0,0,1.49,2.45,1.02,8.39,3.41,0.17,2.46,0.234,0.095,0.841,0.727
2026,p2112161,2112161,成田 晴風,西武,パ,41,右投,False,2,2,6,11,50,4,1,0,3,0,3,3,0,0,0,0,0,0,0,13.5,13.75,3.5,0.0,13.5,4.5,0.0,0.0,0.273,0.714,
2026,p1800080,1800080,松本 航,西武,パ,17,右投,False,1,1,3,4,22,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.25,1.0,18.0,0.0,0.0,,0.5,0.0,1.0,
2026,p1800085,1800085,森脇 亮介,西武,パ,28,右投,False,12,11,33,45,184,10,0,7,2,0,2,2,0,1,0,5,5,0,5,1.64,2.02,1.09,5.73,1.64,0.0,3.5,0.156,0.044,0.833,0.0
2026,p2105080,2105080,武内 夏暉,西武,パ,21,左投,True,17,109,327,428,1655,98,9,85,18,2,41,37,8,6,0,0,0,0,0,3.06,2.81,1.06,7.02,1.49,0.74,4.72,0.199,0.042,0.731,0.571
2026,p1900062,1900062,浜屋 将太,西武,パ,90,左投,False,21,17,51,78,320,18,0,13,13,0,8,4,0,1,0,4,4,0,4,2.12,3.51,1.82,6.88,6.88,0.0,1.0,0.167,0.167,0.742,0.0
2026,p1800081,1800081,渡邉 勇太朗,西武,パ,12,右投,True,17,112.1,337,456,1770,95,8,83,33,0,41,41,5,6,0,0,0,0,0,3.28,3.08,1.14,6.65,2.64,0.64,2.52,0.182,0.072,0.745,0.455
2026,p1800106,1800106,甲斐野 央,西武,パ,34,右投,False,44,41.2,125,164,649,25,3,46,26,0,8,8,2,2,15,20,21,2,23,1.73,3.35,1.22,9.94,5.62,0.65,1.77,0.28,0.159,0.919,0.5
2026,p2117734,2117734,篠原 響,西武,パ,52,右投,False,33,32,96,134,503,27,1,34,12,1,11,7,2,2,1,23,23,2,25,1.97,2.25,1.22,9.56,3.38,0.28,2.83,0.254,0.09,0.751,0.5
2026,p2105503,2105503,糸川 亮太,西武,パ,23,右投,False,9,11.2,35,50,206,13,4,6,3,0,8,8,0,1,0,2,2,0,2,6.17,6.95,1.37,4.63,2.31,3.09,2.0,0.12,0.06,0.769,0.0
2026,p2103625,2103625,羽田 慎之介,西武,パ,43,左投,False,8,8.1,25,45,164,10,0,10,10,2,8,7,1,1,0,1,1,1,2,7.56,4.67,2.4,10.8,10.8,0.0,1.0,0.222,0.222,0.636,0.5
2026,p2103657,2103657,菅井 信也,西武,パ,71,左投,False,7,38.1,115,160,653,32,2,20,15,2,13,13,2,2,0,0,0,0,0,3.05,3.72,1.23,4.7,3.52,0.47,1.33,0.125,0.094,0.779,0.5
2026,p2000077,2000077,豆田 泰志,西武,パ,70,右投,False,20,24.1,73,102,387,23,0,21,8,0,5,5,1,0,1,3,3,1,4,1.85,2.01,1.27,7.77,2.96,0.0,2.62,0.206,0.078,0.839,1.0
2026,p1751148,1751148,隅田 知一郎,西武,パ,16,左投,True,17,120,360,472,1728,105,9,106,18,1,42,34,7,6,0,0,0,0,0,2.55,2.43,1.02,7.95,1.35,0.68,5.89,0.225,0.038,0.736,0.538
2026,p2106286,2106286,青山 美夏人,西武,パ,29,右投,False,2,2,6,10,47,3,0,2,1,0,2,2,0,0,0,0,0,0,0,9.0,2.25,2.0,9.0,4.5,0.0,2.0,0.2,0.1,0.5,
2026,p1400182,1400182,髙橋 光成,西武,パ,13,右投,True,17,113.2,341,447,1793,81,9,91,36,2,36,31,8,5,0,0,0,0,0,2.45,3.18,1.03,7.21,2.85,0.71,2.53,0.204,0.081,0.78,0.615
2026,p1600151,1600151,黒木 優太,西武,パ,54,右投,False,3,3,9,10,31,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08,0.67,12.0,0.0,0.0,,0.4,0.0,1.0,
2026,p2103612,2103612,黒田 将矢,西武,パ,57,右投,False,28,23.1,70,106,401,24,1,18,12,1,10,10,2,0,0,6,6,2,8,3.86,3.44,1.54,6.94,4.63,0.39,1.5,0.17,0.113,0.758,1.0
2026,p2108124,2108124,セベリーノ,阪神,セ,97,左投,False,7,7,21,31,122,5,1,8,3,1,4,4,0,0,0,0,0,0,0,5.14,4.16,1.14,10.29,3.86,1.29,2.67,0.258,0.097,0.658,
2026,p1600033,1600033,ドリス,阪神,セ,98,右投,False,39,37,111,154,605,30,1,47,15,0,8,8,2,3,19,11,12,2,14,1.95,1.9,1.22,11.43,3.65,0.24,3.13,0.305,0.097,0.849,0.4
2026,p2108105,2108105,モレッタ,阪神,セ,99,右投,False,19,16,48,70,301,14,3,22,7,2,11,11,2,2,0,5,5,2,7,6.19,4.25,1.31,12.38,3.94,1.69,3.14,0.314,0.1,0.638,0.5
2026,p2117268,2117268,ルーカス,阪神,セ,42,左投,False,3,14.2,44,64,270,19,2,15,4,0,9,9,0,2,0,0,0,0,0,5.52,3.42,1.57,9.2,2.45,1.23,3.75,0.234,0.062,0.693,0.0
2026,p2110265,2110265,下村 海翔,阪神,セ,19,右投,False,5,27,81,114,474,27,3,26,3,1,10,7,1,1,0,0,0,0,0,2.33,2.83,1.11,8.67,1.0,1.0,8.67,0.228,0.026,0.784,0.5
2026,p2109682,2109682,今朝丸 裕喜,阪神,セ,28,右投,False,3,8,24,36,131,10,1,3,2,1,5,5,0,1,0,0,0,0,0,5.62,4.87,1.5,3.38,2.25,1.12,1.5,0.083,0.056,0.69,0.0
2026,p1850363,1850363,伊原 陵人,阪神,セ,18,左投,False,7,31,93,140,588,31,3,30,14,3,17,12,3,2,0,0,0,0,0,3.48,3.84,1.45,8.71,4.06,0.87,2.14,0.214,0.1,0.708,0.6
2026,p2000052,2000052,伊藤 将司,阪神,セ,27,左投,False,6,29.2,89,121,494,28,2,23,8,1,10,10,1,1,0,0,0,0,0,3.03,3.11,1.21,6.98,2.43,0.61,2.88,0.19,0.066,0.789,0.5
2026,p1900046,1900046,及川 雅貴,阪神,セ,37,左投,False,28,27,81,111,415,24,4,15,8,2,14,12,2,1,0,3,3,2,5,4.0,4.8,1.19,5.0,2.67,1.33,1.88,0.135,0.072,0.704,0.667
2026,p1700137,1700137,大竹 耕太郎,阪神,セ,21,左投,False,13,76.2,230,304,1103,74,7,45,12,0,30,24,4,7,0,0,0,0,0,2.82,3.35,1.12,5.28,1.41,0.82,3.75,0.148,0.039,0.735,0.364
2026,p2106172,2106172,富田 蓮,阪神,セ,50,左投,False,1,2,6,10,43,4,1,2,0,0,3,3,0,0,0,0,0,0,0,13.5,7.37,2.0,9.0,0.0,4.5,,0.2,0.0,0.385,
2026,p1300075,1300075,岩崎 優,阪神,セ,13,左投,False,35,33.1,100,133,516,30,2,30,8,1,10,10,2,3,11,13,14,2,16,2.7,2.66,1.14,8.1,2.16,0.54,3.75,0.226,0.06,0.801,0.4
2026,p1300070,1300070,岩貞 祐太,阪神,セ,14,左投,False,1,0.2,2,7,29,3,0,0,1,0,3,1,0,0,0,0,0,0,0,13.5,7.37,6.0,0.0,13.5,0.0,0.0,0.0,0.143,0.25,
2026,p2112146,2112146,工藤 泰成,阪神,セ,49,右投,False,38,40.2,122,162,661,32,0,48,10,1,7,5,2,0,2,10,11,2,13,1.11,1.32,1.03,10.62,2.21,0.0,4.8,0.296,0.062,0.837,1.0
2026,p1600115,1600115,才木 浩人,阪神,セ,35,右投,True,20,124,372,498,1987,99,12,150,24,2,41,38,7,5,0,0,0,0,0,2.76,2.34,0.99,10.89,1.74,0.87,6.25,0.301,0.048,0.776,0.583
2026,p2112127,2112127,早川 太貴,阪神,セ,51,右投,False,9,13.2,41,70,257,20,3,15,7,1,15,14,0,2,0,1,1,0,1,9.22,5.28,1.98,9.88,4.61,1.98,2.14,0.214,0.1,0.546,0.0
2026,p2112444,2112444,木下 里都,阪神,セ,54,右投,False,26,31,93,134,568,30,2,33,12,1,7,7,3,1,0,5,4,3,7,2.03,2.84,1.35,9.58,3.48,0.58,2.75,0.246,0.09,0.896,0.75
2026,p2000055,2000055,村上 頌樹,阪神,セ,41,右投,True,20,138.1,415,539,2201,105,12,119,27,2,32,28,9,6,0,0,0,0,0,1.82,2.91,0.95,7.74,1.76,0.78,4.41,0.221,0.05,0.87,0.6
2026,p2103707,2103707,桐敷 拓馬,阪神,セ,47,左投,False,18,15.1,46,74,278,21,2,8,4,2,12,12,0,2,1,7,7,0,7,7.04,4.7,1.63,4.7,2.35,1.17,2.0,0.108,0.054,0.62,0.0
2026,p2105582,2105582,椎葉 剛,阪神,セ,26,右投,False,4,7,21,34,121,8,3,4,5,0,5,5,0,0,0,0,0,0,0,6.43,9.44,1.86,5.14,6.43,3.86,0.8,0.118,0.147,0.909,
2026,p2112141,2112141,津田 淳哉,阪神,セ,66,右投,False,7,8.1,25,35,141,9,1,5,3,0,4,4,0,0,0,0,0,0,0,4.32,4.31,1.44,5.4,3.24,1.08,1.67,0.143,0.086,0.755,
2026,p1800070,1800070,湯浅 京己,阪神,セ,65,右投,False,21,20.1,61,77,324,14,1,17,8,0,6,6,3,0,0,2,2,3,5,2.66,3.02,1.08,7.52,3.54,0.44,2.12,0.221,0.104,0.777,1.0
2026,p1600060,1600060,畠 世周,阪神,セ,36,右投,False,11,10.2,32,39,170,6,1,7,3,1,3,3,0,1,0,3,3,0,3,2.53,3.9,0.84,5.91,2.53,0.84,2.33,0.179,0.077,0.814,0.0
2026,p2106233,2106233,石黒 佑弥,阪神,セ,63,右投,False,13,17.2,53,80,341,18,2,21,7,2,9,9,0,0,0,0,0,0,0,4.58,3.49,1.42,10.7,3.57,1.02,3.0,0.263,0.087,0.744,
2026,p2108545,2108545,神宮 僚介,阪神,セ,95,右投,False,3,3,9,11,48,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.87,0.33,9.0,0.0,0.0,,0.273,0.0,1.0,
2026,p2107862,2107862,茨木 秀俊,阪神,セ,48,右投,False,3,12.2,38,63,235,18,2,10,8,0,9,9,1,0,0,0,0,0,0,6.39,5.24,2.05,7.11,5.68,1.42,1.25,0.159,0.127,0.733,1.0
